Course Number	Course Name	Students Name	Student ID	Email	Address
CS 3613	Theoretical Foundations of Computing	Crane, Emiliano	A166691	ecrane@okstate.edu	150 Sherman StreetOklahoma City, OK 73134
CS 4143	Computer Graphics	Tatum Montero, Kaytlin	A859235	ktmontero@okstate.edu	727 Hickory StreetOklahoma City, OK 73139
CS 4523	Cloud Computing and Distributed Systems	Comer, Izaiah	A141764	icomer@okstate.edu	367 Devonshire St.Oklahoma City, OK 73122
CS 4570	Special Topics in Computing	Beau Hutchins, Silas	A779151	sbhutchins@okstate.edu	544 Indian Summer LaneOklahoma City, OK 73141
CS 4373	Agile Software Development	Conor Hare, Norman	A780515	nchare@okstate.edu	5 Railroad AvenueOklahoma City, OK 73109
CS 3653	Discrete Mathematics for Computer Science	Ryann Dunning, Dawn	A957427	drdunning@okstate.edu	8644 Prince StreetOklahoma City, OK 73120
CS 4143	Computer Graphics	Bello, Kelley	A338500	kbello@okstate.edu	71 Bedford Dr.Oklahoma City, OK 73169
CS 4323	Design and Implementation of Operating Systems I	Deonte Stanton, Dana	A864650	ddstanton@okstate.edu	9944 Forest DriveOklahoma City, OK 73173
CS 4513	Introduction to Numerical Analysis	High, Makenna	A917499	mhigh@okstate.edu	77 East Plymouth Ave.Oklahoma City, OK 73104
CS 4323	Design and Implementation of Operating Systems I	Trevion Ko, Gunner	A279097	gtko@okstate.edu	468 Lancaster LaneOklahoma City, OK 73150
CS 4323	Design and Implementation of Operating Systems I	Odalys Graham, Abigayle	A656002	aograham@okstate.edu	45 Peg Shop AvenueOklahoma City, OK 73141
CS 4793	Artificial Intelligence I	Barfield, Alton	A292214	abarfield@okstate.edu	238 Olive DriveOklahoma City, OK 73130
CS 3653	Discrete Mathematics for Computer Science	Lizette Jacoby, Katya	A658177	kljacoby@okstate.edu	21 1st LaneArcadia, OK 73007
CS 4743	Extended Reality	Stratton, Kelsie	A649096	kstratton@okstate.edu	9480 E. Linda St.Oklahoma City, OK 73159
CS 3570	Special Problems in Computer Science	Janie Pemberton, Katya	A792899	kjpemberton@okstate.edu	6 Highland St.Oklahoma City, OK 73108
MATH 2163	Calculus III	Sabastian Krebs, Ronan	A543126	rskrebs@okstate.edu	4 Valley View DriveOklahoma City, OK 73179
CS 4570	Special Topics in Computing	Lela Yates, Barbara	A629421	blyates@okstate.edu	7098 Glenridge AvenueEdmond, OK 73003
MATH 2163	Calculus III	Garza, Jovanny	A358953	jgarza@okstate.edu	227 Cambridge Ave.Oklahoma City, OK 73149
CS 3613	Theoretical Foundations of Computing	Keshon Canales, Ajay	A100250	akcanales@okstate.edu	8723 Pilgrim St.Oklahoma City, OK 73107
CS 4283	Computer Networks	Murdock, Omar	A406269	omurdock@okstate.edu	944 Talbot LaneSpencer, OK 73084
CS 4513	Introduction to Numerical Analysis	Jami Neil, China	A839421	cjneil@okstate.edu	25 East Creek St.Oklahoma City, OK 73129
CS 2433	C/C++ Programming	Aubrey Nava, Chandler	A843044	canava@okstate.edu	20 Bridge StreetOklahoma City, OK 73169
CS 4373	Agile Software Development	Lance Fredrickson, Tomas	A161146	tlfredrickson@okstate.edu	70 Shadow Brook AvenueEdmond, OK 73012
CS 3353	Data Structures and Algorithm Analysis I	Karlee Wolff, Amaris	A423180	akwolff@okstate.edu	274 Ridgeview Dr.Oklahoma City, OK 73132
CS 3030	Industrial Practice in Computer Science	Cone, Josefina	A963778	jcone@okstate.edu	126 Glenholme LaneEdmond, OK 73013
CS 3353	Data Structures and Algorithm Analysis I	Minter, London	A149156	lminter@okstate.edu	704 Princeton Ave.Jones, OK 73049
CS 4323	Design and Implementation of Operating Systems I	Erb, Humberto	A456778	herb@okstate.edu	226 E. Cherry Hill CourtOklahoma City, OK 73128
CS 4993	Senior Honors Project	Zariah Coley, Analisa	A567854	azcoley@okstate.edu	341 Market Ave.Oklahoma City, OK 73121
CS 3030	Industrial Practice in Computer Science	Freedman, Marley	A323783	mfreedman@okstate.edu	994 S. John Ave.Oklahoma City, OK 73120
CS 4570	Special Topics in Computing	Camryn Duong, Brandon	A116485	bcduong@okstate.edu	7204 Spruce LaneEdmond, OK 73025
CS 4793	Artificial Intelligence I	Meade, Monserrat	A684771	mmeade@okstate.edu	957 North Green St.Oklahoma City, OK 73116
CS 4433	Introduction to Database Systems	Dylon Purdy, Johnny	A222817	jdpurdy@okstate.edu	537 Bear Hill St.Oklahoma City, OK 73110
CS 4983	Senior Capstone Project	Jamari McCain, Messiah	A412468	mjmccain@okstate.edu	87 Leatherwood CourtOklahoma City, OK 73122
CS 4183	Video Game Design	Boland, Lyric	A997999	lboland@okstate.edu	53 Aspen St.Oklahoma City, OK 73162
CS 4243	Introduction to Computer Security	Robles, Hailee	A169970	hrobles@okstate.edu	109 South Hilldale LaneOklahoma City, OK 73118
CS 3363	Organization of Programming Languages	Shakira Collazo, Delanie	A639658	dscollazo@okstate.edu	864 Mulberry CourtOklahoma City, OK 73131
CS 3363	Organization of Programming Languages	John Tolbert, Kavon	A732869	kjtolbert@okstate.edu	447 Queen DriveOklahoma City, OK 73105
CS 4793	Artificial Intelligence I	Hardin, Kacey	A956841	khardin@okstate.edu	55 Broad DriveOklahoma City, OK 73111
CS 4523	Cloud Computing and Distributed Systems	Duval, Kirstin	A667868	kduval@okstate.edu	443 Airport Ave.Harrah, OK 73045
MATH 3013	Linear Algebra (A)	Zayne Lowry, Gerardo	A744409	gzlowry@okstate.edu	7130 S. Boston StreetOklahoma City, OK 73151
CS 3030	Industrial Practice in Computer Science	Makayla Brice, Stormy	A853328	smbrice@okstate.edu	936 Atlantic Ave.Oklahoma City, OK 73117
CS 4373	Agile Software Development	Gemma Jacobs, Malaysia	A122164	mgjacobs@okstate.edu	127 North Glen Ridge StreetOklahoma City, OK 73127
CS 4143	Computer Graphics	Holland Trejo, Abby	A991023	ahtrejo@okstate.edu	40 Corona CourtOklahoma City, OK 73135
CS 3363	Organization of Programming Languages	Moulton, Gavin	A793198	gmoulton@okstate.edu	995 SE. Summer St.Oklahoma City, OK 73106
CS 3443	Computer Systems	Kurtis Dunning, Yisroel	A253017	ykdunning@okstate.edu	303 53rd AvenueOklahoma City, OK 73142
CS 4153	Mobile Applications Development	Augustine, Mae	A505349	maugustine@okstate.edu	713 East Bellevue StreetChoctaw, OK 73020
CS 4273	Software Engineering	McCoy, Margarita	A128622	mmccoy@okstate.edu	7229 Clark StreetBethany, OK 73008
CS 4283	Computer Networks	Lane Guerra, Caiden	A610521	clguerra@okstate.edu	7755 Clark DriveEdmond, OK 73034
CS 3653	Discrete Mathematics for Computer Science	Sofia Hendrix, Zoie	A497469	zshendrix@okstate.edu	3 Brookside DriveOklahoma City, OK 73103
CS 4283	Computer Networks	Kemper, Tamera	A325732	tkemper@okstate.edu	7985 Greenrose LaneOklahoma City, OK 73115
CS 4983	Senior Capstone Project	Casillas, Tracy	A660811	tcasillas@okstate.edu	179 North Johnson DriveLuther, OK 73054
CS 4283	Computer Networks	Parson, Marianna	A359275	mparson@okstate.edu	84 Sherman Ave.Oklahoma City, OK 73119
CS 4173	Video Game Development	Dandre Mooney, Genaro	A888409	gdmooney@okstate.edu	8217 Ridgeview AvenueOklahoma City, OK 73109
CS 4993	Senior Honors Project	Lauer, Casandra	A769871	clauer@okstate.edu	19 Elm Dr.Oklahoma City, OK 73134
CS 4743	Extended Reality	Ridgeway, Noa	A491653	nridgeway@okstate.edu	83 Park StreetOklahoma City, OK 73102
CS 4283	Computer Networks	Dietz, Meaghan	A160542	mdietz@okstate.edu	8328 George StreetOklahoma City, OK 73112
CS 4273	Software Engineering	Joseline Moody, Destiney	A109883	djmoody@okstate.edu	9057 Laurel Ave.Oklahoma City, OK 73145
CS 4783	Machine Learning	Linn, Cornelius	A655276	clinn@okstate.edu	8914 S. El Dorado StreetOklahoma City, OK 73139
CS 3030	Industrial Practice in Computer Science	Jevon Baldwin, Myles	A375087	mjbaldwin@okstate.edu	410 Glenwood St.Oklahoma City, OK 73114
CS 3570	Special Problems in Computer Science	Caputo, Lacy	A109598	lcaputo@okstate.edu	9922 Sulphur Springs StreetOklahoma City, OK 73105
CS 4623	Introduction to Cyber Physical Systems	Holm, Ismael	A412919	iholm@okstate.edu	7451 Primrose Ave.Edmond, OK 73025
CS 2433	C/C++ Programming	Daugherty, Ansley	A592803	adaugherty@okstate.edu	9053 E. Roberts Dr.Oklahoma City, OK 73150
MATH 3013	Linear Algebra (A)	Christensen, Gregory	A587174	gchristensen@okstate.edu	64 S. Baker Dr.Oklahoma City, OK 73111
CS 4153	Mobile Applications Development	Ian Holm, Uriah	A202021	uiholm@okstate.edu	7504 Marlborough LaneOklahoma City, OK 73103
CS 4523	Cloud Computing and Distributed Systems	Kierstin Bohannon, Dorothy	A468063	dkbohannon@okstate.edu	17 North Poor House StreetOklahoma City, OK 73106
CS 4793	Artificial Intelligence I	Pryor, Oswaldo	A317769	opryor@okstate.edu	360 Arnold Rd.Oklahoma City, OK 73132
CS 3363	Organization of Programming Languages	Kern, Moira	A871673	mkern@okstate.edu	799 Ketch Harbour St.Oklahoma City, OK 73121
CS 4173	Video Game Development	Enzo Aiello, Jessie	A786709	jeaiello@okstate.edu	675 E. Cardinal LaneOklahoma City, OK 73130
CS 3353	Data Structures and Algorithm Analysis I	Lyon, Reed	A436246	rlyon@okstate.edu	200 Wall AvenueOklahoma City, OK 73108
CS 4183	Video Game Design	Isabelle McMillan, Brandi	A362141	bimcmillan@okstate.edu	9355 Primrose St.Oklahoma City, OK 73169
CS 4273	Software Engineering	Deanna Kraus, Haylee	A523838	hdkraus@okstate.edu	7058 Sunnyslope St.Oklahoma City, OK 73131
CS 4143	Computer Graphics	Farris, Humberto	A295424	hfarris@okstate.edu	756 Miles StreetOklahoma City, OK 73104
CS 4323	Design and Implementation of Operating Systems I	Casey Ho, London	A339859	lcho@okstate.edu	86 Depot RoadOklahoma City, OK 73135
MATH 2163	Calculus III	North, Maleah	A650451	mnorth@okstate.edu	8532 West Dunbar DriveOklahoma City, OK 73127
CS 4183	Video Game Design	Troutman, Juliana	A402331	jtroutman@okstate.edu	7218 Crescent StreetOklahoma City, OK 73115
MATH 3013	Linear Algebra (A)	Martinez, Jaycob	A771866	jmartinez@okstate.edu	984 Carriage St.Oklahoma City, OK 73145
CS 4173	Video Game Development	Felix Courtney, Deangelo	A942985	dfcourtney@okstate.edu	953 Indian Spring CourtOklahoma City, OK 73110
CS 2433	C/C++ Programming	Israel Starling, Johnnie	A808524	jistarling@okstate.edu	82 Myrtle Ave.Oklahoma City, OK 73134
CS 2433	C/C++ Programming	Weston Knight, Benito	A590760	bwknight@okstate.edu	922 Woodsman St.Edmond, OK 73012
MATH 2163	Calculus III	Bills, Devon	A733564	dbills@okstate.edu	662 Brickell Rd.Edmond, OK 73034
CS 3353	Data Structures and Algorithm Analysis I	Lawler, Holland	A306725	hlawler@okstate.edu	27 Ridgeview St.Edmond, OK 73003
MATH 3013	Linear Algebra (A)	Bernal, Seamus	A725852	sbernal@okstate.edu	470 Sage St.Choctaw, OK 73020
CS 4783	Machine Learning	Kasandra Shuler, Evelin	A179888	ekshuler@okstate.edu	3 Gartner Ave.Oklahoma City, OK 73114
CS 4983	Senior Capstone Project	Allissa McCutcheon, Tristen	A159923	tamccutcheon@okstate.edu	845 3rd St.Oklahoma City, OK 73129
CS 4243	Introduction to Computer Security	Notnamed Ralston, Audra	A831130	anralston@okstate.edu	8091 Wall St.Jones, OK 73049
CS 3513	Numerical Methods for Digital Computers	England, Adelaide	A436802	aengland@okstate.edu	911 Poplar Dr.Oklahoma City, OK 73159
CS 2433	C/C++ Programming	Keven Sorrell, Sebastian	A234334	sksorrell@okstate.edu	7159 Anderson StreetEdmond, OK 73013
CS 3513	Numerical Methods for Digital Computers	Zapata, Devan	A103956	dzapata@okstate.edu	941 Glen Eagles LaneOklahoma City, OK 73118
CS 3570	Special Problems in Computer Science	Destini Fitzgerald, Deja	A495015	ddfitzgerald@okstate.edu	6 Cypress StreetOklahoma City, OK 73112
CS 3443	Computer Systems	Michelle Souza, Elizabeth	A107372	emsouza@okstate.edu	8375 Littleton RoadOklahoma City, OK 73142
CS 3513	Numerical Methods for Digital Computers	Ervin Acker, Jadon	A229110	jeacker@okstate.edu	649 Shipley DriveOklahoma City, OK 73102
CS 4173	Video Game Development	Kaia Donnell, Eunice	A115113	ekdonnell@okstate.edu	81 Lookout Ave.Oklahoma City, OK 73128
CS 4243	Introduction to Computer Security	Goodwin, Leslie	A895450	lgoodwin@okstate.edu	9732 Shipley StreetOklahoma City, OK 73122
CS 4793	Artificial Intelligence I	Dominik Ransom, Elvin	A231386	edransom@okstate.edu	53 Halifax StreetArcadia, OK 73007
CS 4983	Senior Capstone Project	Hayden, Sheridan	A897814	shayden@okstate.edu	15 North Winchester Ave.Oklahoma City, OK 73162
CS 4743	Extended Reality	Isabella Olivo, Lillian	A118984	liolivo@okstate.edu	97 Court St.Oklahoma City, OK 73118
CS 4743	Extended Reality	Meadows, Kaylie	A499351	kmeadows@okstate.edu	96 East Rock Creek StreetOklahoma City, OK 73127
CS 4623	Introduction to Cyber Physical Systems	Billingsley, Clark	A807154	cbillingsley@okstate.edu	60 Mountainview Ave.Oklahoma City, OK 73135
CS 4153	Mobile Applications Development	McLain, Gissell	A513115	gmclain@okstate.edu	33 George RoadOklahoma City, OK 73103
CS 3613	Theoretical Foundations of Computing	Gant, Laken	A275961	lgant@okstate.edu	11 Vale Ave.Oklahoma City, OK 73141
CS 3030	Industrial Practice in Computer Science	Free, Candace	A665963	cfree@okstate.edu	49 Cottage Dr.Choctaw, OK 73020
CS 4743	Extended Reality	Genevieve Maples, Katelin	A306993	kgmaples@okstate.edu	7027 North Taylor Dr.Oklahoma City, OK 73130
CS 3443	Computer Systems	Sharon Foss, Kalyn	A862347	ksfoss@okstate.edu	5 North Cedar LaneOklahoma City, OK 73105
CS 3443	Computer Systems	Franco Starks, Marcanthony	A725030	mfstarks@okstate.edu	7598 Dunbar Rd.Oklahoma City, OK 73114
CS 4570	Special Topics in Computing	Villanueva, Chantel	A910990	cvillanueva@okstate.edu	312 Colonial CourtOklahoma City, OK 73142
CS 4183	Video Game Design	Isai Mcghee, Deonte	A584485	dimcghee@okstate.edu	7700 Homestead RoadBethany, OK 73008
CS 4373	Agile Software Development	Renae Grogan, Rosemary	A927051	rrgrogan@okstate.edu	529 Pleasant St.Oklahoma City, OK 73145
CS 4570	Special Topics in Computing	Caylee Barnhill, Iyana	A395981	icbarnhill@okstate.edu	8579 Silver Spear St.Edmond, OK 73034
MATH 3013	Linear Algebra (A)	Kacie Donald, Fernanda	A461882	fkdonald@okstate.edu	528 Pheasant St.Oklahoma City, OK 73106
CS 4283	Computer Networks	Compton, Bridgette	A349189	bcompton@okstate.edu	692 Del Monte Ave.Oklahoma City, OK 73120
CS 4153	Mobile Applications Development	Micah Gilbert, Kristi	A665456	kmgilbert@okstate.edu	8467 Bay Meadows Dr.Oklahoma City, OK 73110
CS 4323	Design and Implementation of Operating Systems I	Strange, Kelis	A474670	kstrange@okstate.edu	93 High Ave.Oklahoma City, OK 73150
CS 4173	Video Game Development	Adam, Jean	A856029	jadam@okstate.edu	204 Shore Ave.Jones, OK 73049
CS 3570	Special Problems in Computer Science	Crocker, Ivanna	A250029	icrocker@okstate.edu	96 Del Monte Ave.Oklahoma City, OK 73109
CS 4983	Senior Capstone Project	Rena Kang, Fatima	A145211	frkang@okstate.edu	19 Tailwater Ave.Oklahoma City, OK 73122
CS 4373	Agile Software Development	Mykayla Hannon, Celeste	A639454	cmhannon@okstate.edu	9667 Pumpkin Hill LaneOklahoma City, OK 73134
CS 4983	Senior Capstone Project	Hammond, Alejandro	A855355	ahammond@okstate.edu	7097 Mayfield StreetOklahoma City, OK 73104
CS 4143	Computer Graphics	Renteria, Anabel	A810929	arenteria@okstate.edu	9202 Harvey St.Edmond, OK 73013
CS 4373	Agile Software Development	Isha Aquino, Catalina	A547093	ciaquino@okstate.edu	9936 Studebaker LaneOklahoma City, OK 73108
CS 4743	Extended Reality	Ashton Burch, Starr	A679324	saburch@okstate.edu	60 Campfire StreetLuther, OK 73054
MATH 3013	Linear Algebra (A)	Alissa Purdy, Kaylee	A665939	kapurdy@okstate.edu	83 W. Hickory St.Oklahoma City, OK 73121
CS 3443	Computer Systems	Shelbie Pina, Ellie	A141118	espina@okstate.edu	309 Thatcher DriveOklahoma City, OK 73179
CS 3513	Numerical Methods for Digital Computers	Dasilva, Luz	A960587	ldasilva@okstate.edu	189 Lyme St.Oklahoma City, OK 73132
CS 4433	Introduction to Database Systems	Breen, Rocco	A704284	rbreen@okstate.edu	791 Birch Hill Ave.Oklahoma City, OK 73117
CS 4373	Agile Software Development	Cerda, Jaida	A932612	jcerda@okstate.edu	3 Grove StreetOklahoma City, OK 73119
CS 4743	Extended Reality	Moya, Kaci	A818341	kmoya@okstate.edu	1 W. Sierra Ave.Oklahoma City, OK 73111
CS 3443	Computer Systems	Haas, Jarrett	A727362	jhaas@okstate.edu	8751 Division St.Oklahoma City, OK 73115
CS 4243	Introduction to Computer Security	Howland, Jarret	A964194	jhowland@okstate.edu	9912 Hilltop St.Edmond, OK 73012
CS 3030	Industrial Practice in Computer Science	Solomon Butcher, Terence	A968869	tsbutcher@okstate.edu	730 Coffee St.Harrah, OK 73045
CS 4523	Cloud Computing and Distributed Systems	Emmett Fitzsimmons, Roberto	A261118	refitzsimmons@okstate.edu	74 Brookside StreetArcadia, OK 73007
CS 4523	Cloud Computing and Distributed Systems	Penn, Brisa	A145109	bpenn@okstate.edu	88 Marsh Ave.Oklahoma City, OK 73102
CS 4793	Artificial Intelligence I	Schindler, Lester	A765037	lschindler@okstate.edu	20 Hartford St.Oklahoma City, OK 73107
CS 4323	Design and Implementation of Operating Systems I	Alex Michel, Yvonne	A588297	yamichel@okstate.edu	7926 Dunbar CourtOklahoma City, OK 73131
CS 4743	Extended Reality	Zimmer, Margarita	A195926	mzimmer@okstate.edu	7948 Overlook Ave.Oklahoma City, OK 73112
CS 4883	Social Issues in Computing	Dante Ledford, Tyreek	A918851	tdledford@okstate.edu	85 Arcadia St.Oklahoma City, OK 73169
CS 4783	Machine Learning	Giordano, Anton	A668643	agiordano@okstate.edu	10 High Point Dr.Oklahoma City, OK 73129
CS 4513	Introduction to Numerical Analysis	Sunny Johansen, Emilee	A452055	esjohansen@okstate.edu	865 Poor House StreetOklahoma City, OK 73151
CS 4983	Senior Capstone Project	Kaytlin Renfro, Cecelia	A880872	ckrenfro@okstate.edu	271 Crescent AvenueOklahoma City, OK 73173
CS 4143	Computer Graphics	Angel Rudd, Alfonso	A609844	aarudd@okstate.edu	8363 Carriage LaneOklahoma City, OK 73128
CS 2433	C/C++ Programming	Lacy McGraw, Kerri	A770790	klmcgraw@okstate.edu	9291 E. Gainsway StreetEdmond, OK 73025
CS 4513	Introduction to Numerical Analysis	Rincon, Gunner	A492087	grincon@okstate.edu	145 Shipley St.Oklahoma City, OK 73159
CS 3443	Computer Systems	Lapointe, Jazlyn	A800259	jlapointe@okstate.edu	34 Summit LaneSpencer, OK 73084
CS 3653	Discrete Mathematics for Computer Science	Madrigal, Draven	A370771	dmadrigal@okstate.edu	9601 Ryan Ave.Oklahoma City, OK 73116
CS 4323	Design and Implementation of Operating Systems I	Dempsey, Kellie	A117818	kdempsey@okstate.edu	656 Joy Ridge StreetOklahoma City, OK 73149
CS 4283	Computer Networks	Norman Song, Tate	A144200	tnsong@okstate.edu	699 Virginia LaneOklahoma City, OK 73139
MATH 3013	Linear Algebra (A)	Womack, Jalen	A588879	jwomack@okstate.edu	7818 Amerige DriveEdmond, OK 73003
CS 4513	Introduction to Numerical Analysis	Gregory, Paloma	A190083	pgregory@okstate.edu	8191 Edgewater Ave.Jones, OK 73049
CS 3363	Organization of Programming Languages	Maliyah Dion, Gabriel	A435757	gmdion@okstate.edu	17 Pacific St.Spencer, OK 73084
CS 4793	Artificial Intelligence I	Leo Horn, Menachem	A169900	mlhorn@okstate.edu	258 Indian Summer St.Luther, OK 73054
CS 4743	Extended Reality	Amaya Strom, Nicolle	A616071	nastrom@okstate.edu	905 53rd StreetOklahoma City, OK 73139
CS 4743	Extended Reality	Breann Comstock, Kaylah	A221547	kbcomstock@okstate.edu	76 Rock Creek Rd.Oklahoma City, OK 73162
CS 4623	Introduction to Cyber Physical Systems	Nehemiah Barber, Daylon	A448101	dnbarber@okstate.edu	7465 Cedarwood LaneOklahoma City, OK 73145
CS 4143	Computer Graphics	Cleary, Robert	A778232	rcleary@okstate.edu	9279 Lilac Rd.Oklahoma City, OK 73131
CS 3353	Data Structures and Algorithm Analysis I	Tevin Stacy, Glen	A974478	gtstacy@okstate.edu	677 Arlington StreetOklahoma City, OK 73118
CS 3363	Organization of Programming Languages	Warren, Peter	A333810	pwarren@okstate.edu	636 E. Leeton Ridge StreetOklahoma City, OK 73105
CS 4243	Introduction to Computer Security	Rory McCorkle, Madison	A254907	mrmccorkle@okstate.edu	7291 Summit Dr.Oklahoma City, OK 73135
CS 3570	Special Problems in Computer Science	Ashlin Woodson, Carol	A305418	cawoodson@okstate.edu	52 Pheasant StreetOklahoma City, OK 73110
CS 4273	Software Engineering	Bartholomew, Camila	A154801	cbartholomew@okstate.edu	76 Edgefield Ave.Oklahoma City, OK 73103
CS 4183	Video Game Design	Mazur, Tyriq	A860722	tmazur@okstate.edu	89 Prince Ave.Oklahoma City, OK 73127
CS 4283	Computer Networks	Noelle Pruett, Carli	A581263	cnpruett@okstate.edu	63 W. Peninsula StreetOklahoma City, OK 73115
CS 4283	Computer Networks	Poindexter, Jacinda	A921640	jpoindexter@okstate.edu	9962 Bank St.Oklahoma City, OK 73132
CS 4433	Introduction to Database Systems	Lyon, Donovan	A859115	dlyon@okstate.edu	7555 N. Grandrose StreetOklahoma City, OK 73121
CS 3613	Theoretical Foundations of Computing	Chew, Ralph	A663162	rchew@okstate.edu	9408 Meadow St.Oklahoma City, OK 73119
CS 4433	Introduction to Database Systems	Fong, Mari	A506371	mfong@okstate.edu	222 Glendale Dr.Oklahoma City, OK 73179
CS 4513	Introduction to Numerical Analysis	Sharon Fabian, Ashli	A184105	asfabian@okstate.edu	31 Greenview StreetOklahoma City, OK 73151
CS 4323	Design and Implementation of Operating Systems I	Poirier, Deion	A183504	dpoirier@okstate.edu	734 West Chestnut St.Oklahoma City, OK 73107
CS 3613	Theoretical Foundations of Computing	Bergman, Lynsey	A540111	lbergman@okstate.edu	657 S. Oak Valley Dr.Oklahoma City, OK 73109
CS 4793	Artificial Intelligence I	Yaritza Ridley, Iliana	A725960	iyridley@okstate.edu	70 Lakewood Ave.Oklahoma City, OK 73173
CS 2433	C/C++ Programming	Clouse, Aleena	A781866	aclouse@okstate.edu	26 West StreetOklahoma City, OK 73108
CS 4143	Computer Graphics	Jamarcus Lumpkin, Deangelo	A512787	djlumpkin@okstate.edu	32 King Rd.Oklahoma City, OK 73150
CS 4983	Senior Capstone Project	Lynn, Lindsey	A737465	llynn@okstate.edu	78 Thorne DriveOklahoma City, OK 73106
CS 3513	Numerical Methods for Digital Computers	Leticia Myrick, Shiann	A937311	slmyrick@okstate.edu	7376 Harvey St.Oklahoma City, OK 73120
CS 4433	Introduction to Database Systems	Shumaker, Jimmie	A728177	jshumaker@okstate.edu	8199 E. Tunnel LaneOklahoma City, OK 73141
CS 4143	Computer Graphics	Ajay Hartmann, Camryn	A944438	cahartmann@okstate.edu	8334 Queen LaneEdmond, OK 73013
CS 4243	Introduction to Computer Security	Gentry, Joan	A926791	jgentry@okstate.edu	8944 Leatherwood Rd.Oklahoma City, OK 73116
CS 4523	Cloud Computing and Distributed Systems	Kelsy Wells, Maliyah	A189036	mkwells@okstate.edu	9633 Canterbury StreetOklahoma City, OK 73128
CS 4173	Video Game Development	Glynn, Abraham	A264479	aglynn@okstate.edu	48 Ocean Rd.Oklahoma City, OK 73169
CS 4243	Introduction to Computer Security	Jeffery, Blanca	A407668	bjeffery@okstate.edu	9952 Main CourtOklahoma City, OK 73129
CS 3363	Organization of Programming Languages	Ryleigh Corey, Cheyanne	A491294	crcorey@okstate.edu	5 6th Dr.Oklahoma City, OK 73159
CS 4570	Special Topics in Computing	Arron Washington, Caden	A599417	cawashington@okstate.edu	233 Glenlake StreetChoctaw, OK 73020
CS 3653	Discrete Mathematics for Computer Science	Valeria Cardona, Kiersten	A812031	kvcardona@okstate.edu	113 West Inverness RoadOklahoma City, OK 73114
CS 4183	Video Game Design	Baker, Heaven	A122520	hbaker@okstate.edu	81 Cedar CircleHarrah, OK 73045
CS 2433	C/C++ Programming	Hollis, Edgar	A759466	ehollis@okstate.edu	412 Tunnel St.Edmond, OK 73003
MATH 3013	Linear Algebra (A)	Edward Lay, Jabari	A647791	jelay@okstate.edu	458 Arrowhead Ave.Oklahoma City, OK 73111
CS 4143	Computer Graphics	Merchant, Jack	A824004	jmerchant@okstate.edu	499 East Wayne St.Oklahoma City, OK 73149
CS 4623	Introduction to Cyber Physical Systems	Bender, Domonique	A324698	dbender@okstate.edu	9762 El Dorado LaneOklahoma City, OK 73130
CS 4283	Computer Networks	McClelland, Cheyanne	A781009	cmcclelland@okstate.edu	7 South Hartford RoadOklahoma City, OK 73142
CS 4173	Video Game Development	Dietrich, Mckenna	A596442	mdietrich@okstate.edu	56 Rocky River Ave.Oklahoma City, OK 73112
CS 4570	Special Topics in Computing	Ashely Zhao, Alannah	A215041	aazhao@okstate.edu	8 Elizabeth DriveOklahoma City, OK 73134
CS 3653	Discrete Mathematics for Computer Science	Willett, Thomas	A940643	twillett@okstate.edu	859 Lake Forest St.Arcadia, OK 73007
CS 3613	Theoretical Foundations of Computing	Warren, Sky	A336292	swarren@okstate.edu	239 El Dorado Rd.Edmond, OK 73034
CS 4793	Artificial Intelligence I	Devontae Leyva, Caden	A880738	cdleyva@okstate.edu	60 Alton StreetOklahoma City, OK 73102
CS 2433	C/C++ Programming	Averie Waldrop, Ciana	A323170	cawaldrop@okstate.edu	818 Richardson Ave.Oklahoma City, OK 73104
CS 4183	Video Game Design	Sanford, Libby	A358087	lsanford@okstate.edu	512 Oak Meadow St.Edmond, OK 73012
CS 2433	C/C++ Programming	Barr, Tyrek	A267810	tbarr@okstate.edu	54 Del Monte Rd.Oklahoma City, OK 73117
CS 3570	Special Problems in Computer Science	Bock, Emani	A223163	ebock@okstate.edu	8259 Acacia St.Oklahoma City, OK 73122
MATH 3013	Linear Algebra (A)	Tye Yang, Quincy	A895554	qtyang@okstate.edu	51 Lexington StreetEdmond, OK 73025
CS 3613	Theoretical Foundations of Computing	Baird, Ryan	A748852	rbaird@okstate.edu	88 Temple StreetBethany, OK 73008
CS 3030	Industrial Practice in Computer Science	Ayres, Russell	A251109	rayres@okstate.edu	6 Penn LaneOklahoma City, OK 73104
CS 4143	Computer Graphics	Robert Giordano, Jaycob	A765176	jrgiordano@okstate.edu	97 Fordham Dr.Oklahoma City, OK 73103
CS 4883	Social Issues in Computing	Houck, Kala	A165845	khouck@okstate.edu	2 E. Jackson St.Oklahoma City, OK 73107
CS 4373	Agile Software Development	Pinto, Octavio	A171760	opinto@okstate.edu	7418 Fulton Dr.Oklahoma City, OK 73145
MATH 3013	Linear Algebra (A)	Jorden McCartney, Amya	A315574	ajmccartney@okstate.edu	241 S. Green Lake St.Edmond, OK 73034
CS 3653	Discrete Mathematics for Computer Science	Ashleigh Naylor, Marilyn	A386636	manaylor@okstate.edu	4 Vernon St.Oklahoma City, OK 73122
CS 4373	Agile Software Development	Bailee Copeland, Montserrat	A451886	mbcopeland@okstate.edu	17 Pendergast Ave.Oklahoma City, OK 73114
CS 4783	Machine Learning	Junior Blum, Kristofer	A844849	kjblum@okstate.edu	8380 Kingston Dr.Oklahoma City, OK 73130
